"","application_id","call_sign"
"14153",1798647,"W249DU"
"14154",111596,"K249CW"
"14155",1653650,"KXJN"
"14156",1388286,"KCYA"
"14157",1020432,"KEAA-LP"
"14158",1789722,"DWQXD-LP"
"14159",1008683,"DWYDK"
"14160",1624152,"W250BY"
"14161",1801155,"W262AR"
"14162",1739455,"W250CB"
"14163",1748654,"WALW-LP"
"14164",559898,"WVOK-FM"
"14165",1735891,"W250CD"
"14166",1505979,"WJWZ"
"14167",1741199,"K250BQ"
"14168",140092,"JB0702SX"
"14169",1744418,"K250BH"
"14170",230789,"KTLO-FM"
"14171",129467,"WRQN"
"14172",197618,"K17NH-D"
"14173",1693772,"K250AN"
"14174",194882,"DK12IT"
"14175",1568199,"KUPD"
"14176",193127,"KOPN"
"14177",1723742,"KMAI-LP"
"14178",574947,"KPOD-FM"
"14179",259947,"KLAX-FM"
"14180",621984,"KLAX-FM"
"14181",1654931,"KLMG"
"14182",265644,"KMGV"
"14183",1143243,"KMGV"
"14184",1668508,"K250BG"
"14185",1808941,"K250BR"
"14186",208701,"KLUK"
"14187",1768346,"KARW"
"14188",1754442,"K250BS"
"14189",1795431,"K250BV"
"14190",1736734,"KLLG-LP"
"14191",1808975,"K250BX"
"14192",4530,"KISZ-FM"
"14193",1751590,"W250CH"
"14194",1484521,"WUCS"
"14195",1320638,"WXTB"
"14196",1321621,"WXTB"
"14197",1322274,"WXTB"
"14198",156342,"KSNA"
"14199",95603,"DKOPI"
"14200",1800123,"W250CE"
"14201",1752214,"W250BH"
"14202",1503675,"WKSL"
"14203",1093661,"WKSL"
"14204",1810683,"WKSL"
"14205",1689737,"WRGE-LP"
"14206",1705653,"WRMF"
"14207",1570284,"WRMF"
"14208",249076,"WRMF"
"14209",1695010,"WRMF"
"14210",998544,"WRMF"
"14211",160311,"K22KC-D"
"14212",1020139,"WDMG-FM"
"14213",1304393,"W250BC"
"14214",1443698,"W250BK"
"14215",279807,"WIBB-FM"
"14216",1060720,"KKBG"
"14217",1810149,"K250CC"
"14218",1726560,"K250BC"
"14219",1759503,"K250BU"
"14220",1509236,"KNSL"
"14221",197653,"K27JY-D"
"14222",168893,"KCMR"
"14223",125866,"KSEZ"
"14224",1678373,"KSEZ"
"14225",1498829,"KQFC"
"14226",1299439,"W250BL"
"14227",1780290,"WCKL"
"14228",189527,"DWROH-LP"
"14229",1050303,"WCKL"
"14230",202318,"WXEF"
"14231",1085998,"WBBE"
"14232",685026,"WGNR-FM"
"14233",173886,"WSLM-FM"
"14234",1751457,"W250BZ"
"14235",197666,"DW69DU"
"14236",279060,"KWGB"
"14237",1423135,"K250AY"
"14238",1128924,"KRBB"
"14239",1801082,"W250CL"
"14240",1481336,"WZQQ"
"14241",1755324,"W250BD"
"14242",129852,"DW65BM"
"14243",1657387,"W250BW"
"14244",552001,"KQLK"
"14245",1808007,"K250BA"
"14246",1739240,"WHAV-LP"
"14247",136616,"DW47AS"
"14248",126269,"WZZY"
"14249",1269540,"WIYY"
"14250",126270,"WEIS"
"14251",1057060,"WBEY-FM"
"14252",1784210,"W250CM"
"14253",93486,"WJBQ"
"14254",33210,"WJLB"
"14255",32379,"WJLB"
"14256",1446296,"WJLB"
"14257",110498,"WGRD-FM"
"14258",1419905,"WGRD-FM"
"14259",194304,"DK11MN"
"14260",1807175,"W250CQ"
"14261",1483749,"WIHC"
"14262",195192,"KYGL"
"14263",1444941,"W250BO"
"14264",1231153,"WEVE-FM"
"14265",120542,"DWLET"
"14266",1698148,"KEFE-LP"
"14267",142489,"WMEA"
"14268",87253,"WCAV"
"14269",216088,"K250AC"
"14270",529065,"KICK-FM"
"14271",253600,"KBXB"
"14272",620474,"KFBD-FM"
"14273",1159954,"KXDG"
"14274",989512,"KPXP"
"14275",1629631,"WCPR-FM"
"14276",112125,"880505OF"
"14277",197194,"940414AN"
"14278",1175458,"WKZB"
"14279",583484,"KVVR"
"14280",87393,"KZZU-FM"
"14281",1233359,"KDXT"
"14282",1223578,"WNBB"
"14283",1036721,"WBYJ-LP"
"14284",1511769,"W250BP"
"14285",1521668,"WPEG"
"14286",1419706,"WPEG"
"14287",1312651,"WPEG"
"14288",159438,"WTRG"
"14289",1093147,"WJOF-LP"
"14290",1765629,"W250AZ"
"14291",1682176,"W250CJ"
"14292",192627,"K50HZ-D"
"14293",1163113,"KFNW-FM"
"14294",1438380,"KFNW-FM"
"14295",171172,"WKRX"
"14296",995377,"W250AK"
"14297",1808489,"KTMN"
"14298",283410,"KISZ-FM1"
"14299",153215,"KHTP"
"14300",1182984,"K250AI"
"14301",692114,"KKTT-LP"
"14302",1797095,"WSNO-FM"
"14303",1742189,"W250CC"
"14304",674376,"WRIP-FM1"
"14305",207659,"W250AD"
"14306",194656,"WSKQ-FM"
"14307",206474,"WSKQ-FM"
"14308",1808788,"WSKQ-FM"
"14309",1769736,"WSKQ-FM"
"14310",1027066,"WSKQ-FM"
"14311",1514667,"W250BE"
"14312",1146897,"WPXY-FM"
"14313",128450,"WPXY-FM"
"14314",1147023,"WPXY-FM"
"14315",1735407,"WPXY-FM"
"14316",1802785,"W250CX"
"14317",151299,"DK57FM"
"14318",204218,"WSKS"
"14319",510026,"WRIP"
"14320",1229918,"WNCI"
"14321",1565995,"WNCI"
"14322",1253338,"WGJM-LP"
"14323",1680021,"WWGL-LP"
"14324",1245496,"K250AU"
"14325",1481233,"KJMZ"
"14326",296519,"KZBB"
"14327",1788485,"K250BN"
"14328",1689183,"KLVP"
"14329",1744577,"KLVP"
"14330",1703506,"KLVP"
"14331",1749324,"KBOG-LP"
"14332",112681,"KMVP-FM"
"14333",1116918,"KZTB"
"14334",1690032,"K250BK"
"14335",1353349,"W250AP"
"14336",171952,"WXTA"
"14337",1731291,"WXTA"
"14338",990583,"WBSX"
"14339",1805460,"W250CP"
"14340",121012,"WTVY-FM"
"14341",126606,"WHWD-LD"
"14342",87008,"WRDM-CD"
"14343",197897,"DK20FD"
"14344",193248,"W36DO-D"
"14345",1756777,"WZFE-LP"
"14346",224244,"WIIZ"
"14347",1402396,"W250BJ"
"14348",122488,"KRBB"
"14349",1244806,"KTPT-FM1"
"14350",159148,"WLAW"
"14351",1731522,"WOFB-LP"
"14352",1562834,"WLHR-LP"
"14353",1079605,"WSIX-FM"
"14354",1673607,"WSIX-FM"
"14355",1723100,"W250BR"
"14356",1054804,"KGNC-FM"
"14357",1740288,"KGNC-FM"
"14358",1739202,"KBNX"
"14359",1796546,"KQSA"
"14360",1801407,"KQSA"
"14361",1390960,"KBFB"
"14362",1069585,"KBFB"
"14363",159004,"K30GL-D"
"14364",1751399,"KXAF"
"14365",62449,"KBXX"
"14366",1135735,"KBXX"
"14367",289152,"KBXX"
"14368",1568205,"KYRT"
"14369",1724588,"KCJV-LP"
"14370",1748215,"KFCC-LP"
"14371",1113673,"KODM"
"14372",1377206,"K250AJ"
"14373",115950,"WGAI"
"14374",6667,"KBZN"
"14375",253953,"KBZN-FM1"
"14376",1723713,"WREN-LP"
"14377",193314,"WWLK-FM"
"14378",1497936,"WZZU"
"14379",1770910,"W250CR"
"14380",1523841,"W250BQ"
"14381",706619,"W250AE"
"14382",1684238,"WGOD-FM"
"14383",169895,"WOHL-CD"
"14384",1747110,"K250BW"
"14385",1786944,"K250BL"
"14386",1633444,"K250BB"
"14387",1317302,"KYYR-LP"
"14388",151042,"KTXJ-FM"
"14389",145868,"WVEI-FM"
"14390",234290,"WSPT"
"14391",1731976,"W250BN"
"14392",189589,"WKKW"
"14393",146279,"KQBB"
"14394",1117195,"WMGA"
"14395",176914,"DW63BO"
"14396",1778230,"KXBG"
"14397",577393,"KTAG"
"14398",200293,"KLVH"
"14399",1061481,"KZWB"
"14400",117575,"KLEF"
"14401",1505651,"KWLF"
"14402",1324887,"KHUS"
"14403",1321845,"KALG"
"14404",1321868,"KOYU"
"14405",1323735,"KRBY"
"14406",1733337,"KSYU"
"14407",1724107,"W251AC"
"14408",1512705,"WTXT"
"14409",1104683,"WTXT"
"14410",1687159,"W251BV"
"14411",1680663,"KTPB"
"14412",1802405,"K251CO"
"14413",1773591,"KINC-LP"
"14414",95482,"WPGC-FM"
"14415",1805252,"K251CQ"
"14416",1508260,"KTBX"
"14417",1754499,"K251CG"
"14418",1808240,"K251CC"
"14419",1560594,"K251BI"
"14420",283614,"KISQ-FM3"
"14421",1750865,"KCFS-LP"
"14422",1140084,"KMKE-LP"
"14423",254165,"K251AH"
"14424",1797575,"K251BX"
"14425",1422693,"KISQ-FM2"
"14426",255183,"KVIP-FM"
"14427",1753308,"K251CA"
"14428",574526,"KXSN"
"14429",1358959,"KXSN"
"14430",982647,"KISQ"
"14431",1713076,"KISQ"
"14432",93556,"KWEN"
"14433",1677746,"KISQ"
"14434",1042953,"KISQ"
"14435",243006,"KKJG"
"14436",1772221,"K251CF"
"14437",1165771,"KNFS-LP"
"14438",1803056,"KRXV-FM1"
"14439",189555,"WNFM"
"14440",1754631,"KRWI"
"14441",1011481,"KRXV"
"14442",1752320,"K251CE"
"14443",1743786,"K251BU"
"14444",196077,"KKFM"
"14445",158341,"WVQS-LD"
"14446",125558,"DWHVI-LP"
"14447",176583,"K251AB"
"14448",129168,"KRFO-FM"
"14449",1067247,"K251AF"
"14450",1499846,"K251BG"
"14451",1251813,"WQAQ"
"14452",176791,"WKZE-FM"
"14453",598944,"WOCM"
"14454",1725003,"W251BM"
"14455",154597,"KKOT"
"14456",1500832,"WNUE-FM"
"14457",1655653,"W251BL"
"14458",197909,"DK27FC"
"14459",1526860,"W251AL"
"14460",1744603,"W251CG"
"14461",1038786,"WHWY"
"14462",1743856,"WHWY"
"14463",1196594,"WQHL-FM"
"14464",86571,"WKSF"
"14465",194083,"KBGO"
"14466",1693213,"WNRE-LP"
"14467",1050018,"WEDB"
"14468",400640,"WMGP"
"14469",153691,"WTBM-CD"
"14470",1416966,"W251AU"
"14471",1752513,"KQHU-LP"
"14472",1521280,"KJMQ"
"14473",152024,"KGDC"
"14474",1738368,"KHAK"
"14475",29933,"KHAK"
"14476",1673560,"KGTM"
"14477",1744362,"WILP"
"14478",1478019,"W251BN"
"14479",1698189,"WZOE-FM"
"14480",220191,"W251AG"
"14481",1780129,"W251CK"
"14482",1393611,"WIBN"
"14483",1189127,"W251AR"
"14484",285710,"WRAY-FM"
"14485",1432722,"KSKZ"
"14486",401926,"KUSN"
"14487",658407,"KMBZ-FM"
"14488",205598,"KMBZ-FM"
"14489",557225,"KMBZ-FM"
"14490",1119433,"KMBZ-FM"
"14491",1737908,"K251BM"
"14492",1743280,"W251BT"
"14493",711674,"WBUL-FM"
"14494",1779471,"W251AI"
"14495",1783219,"W251CV"
"14496",1718085,"WDGL"
"14497",1749293,"WACF-LP"
"14498",123974,"WVIW"
"14499",1726707,"WGUA-LP"
"14500",1789528,"W251CR"
"14501",1721476,"WCTK"
"14502",1721532,"WCTK"
"14503",1802697,"W251CT"
"14504",1684414,"WXNZ-LP"
"14505",1646279,"WCXV"
"14506",206443,"W251AD"
"14507",259244,"WGFN"
"14508",153813,"KZLZ"
"14509",1769914,"WEUL"
"14510",1396204,"WKCQ"
"14511",1396952,"WKCQ"
"14512",203825,"W251AE"
"14513",193608,"KBEW-FM"
"14514",122666,"WWJO"
"14515",1065065,"WWJO"
"14516",171600,"WWJO"
"14517",1733606,"KENL-LP"
"14518",1742792,"K251BZ"
"14519",141206,"DK36CP"
"14520",143824,"KTLX"
"14521",1739330,"KDRU-LP"
"14522",1446342,"KYKY"
"14523",230845,"KYKY"
"14524",1160672,"KYKY"
"14525",197006,"940413AJ"
"14526",137181,"KRUM-LD"
"14527",250586,"WMXI"
"14528",114735,"DK53DI"
"14529",94016,"DKZOM"
"14530",120633,"WFXH-FM"
"14531",1657426,"K251AC"
"14532",1776306,"K251CH"
"14533",1242005,"W251AO"
"14534",107137,"WQSM"
"14535",1664698,"WOBX-FM"
"14536",120248,"WEED"
"14537",121182,"WHPX-TV"
"14538",1694455,"W251CA"
"14539",1000575,"KOWW-LP"
"14540",229415,"KFGE"
"14541",1363751,"KFGE"
"14542",1796999,"K251CP"
"14543",1764869,"KIOR-LP"
"14544",1096216,"W251BD"
"14545",1743675,"W251CF"
"14546",1559040,"K251AU"
"14547",134940,"KBAC"
"14548",87108,"KDDX"
"14549",1354056,"KBAC-FM1"
"14550",157503,"K26GY-D"
"14551",208764,"KBUL-FM"
"14552",180420,"KBUL-FM"
"14553",202859,"WNNJ"
"14554",1523285,"K251BS"
"14555",1724086,"KPFV-LP"
"14556",984286,"WHWK"
"14557",1456501,"W251AJ"
"14558",1741961,"W251BY"
"14559",1116115,"WUDR"
"14560",79581,"WDFM"
"14561",189840,"DW11BX"
"14562",1397389,"WKDD"
"14563",1522736,"WKDD"
"14564",1667325,"W251BC"
"14565",1792039,"K251CN"
"14566",1239751,"WWLS-FM"
"14567",1455029,"WWLS-FM"
"14568",1757570,"KMFO-LP"
"14569",123245,"DKDDA"
"14570",982740,"KBWR-LP"
"14571",1750475,"KJAJ-LP"
"14572",1063261,"KSPL-LP"
"14573",1353935,"K251AX"
"14574",1743902,"K251CD"
"14575",152922,"KDDB"
"14576",234895,"WFGY"
"14577",124953,"WXMZ"
"14578",1424814,"WOGL"
"14579",1100820,"WOGL"
"14580",1760603,"W251CE"
"14581",1789939,"WZCL-LP"
"14582",202349,"WWLV"
"14583",198606,"WBTE"
"14584",194028,"W13DS-D"
"14585",191115,"DK46EY"
"14586",143416,"DK296CI"
"14587",1750883,"WYBB"
"14588",1750207,"WXNE-LP"
"14589",1512504,"WHZT"
"14590",144069,"900122NO"
"14591",1510852,"K251BH"
"14592",1807711,"W251CJ"
"14593",116113,"880728NJ"
"14594",1727329,"W251BR"
"14595",532894,"WXMX"
"14596",1237056,"WLND"
"14597",1060134,"KTLT"
"14598",608310,"KVET-FM"
"14599",666343,"KVET-FM"
"14600",1526628,"K251AL"
"14601",48848,"KRRG"
"14602",1519358,"KKCL-FM"
"14603",1651393,"K251BL"
"14604",1795349,"KQTX"
"14605",191096,"WJSM-FM"
"14606",1665179,"KAGA-LP"
"14607",124389,"K245CM"
"14608",1423772,"KTAL-FM"
"14609",1758764,"K251CB"
"14610",190465,"KGMV"
"14611",157900,"WDAY-TV"
"14612",1060847,"K251AQ"
"14613",177562,"KODE-TV"
"14614",1657746,"K251BV"
"14615",159469,"WBRF"
"14616",1809969,"W251CH"
"14617",300377,"WTVR-FM"
"14618",1437579,"WTVR-FM"
"14619",1029051,"WEVT-LP"
"14620",87297,"WJJR"
"14621",149625,"WFID"
"14622",1191402,"K251AZ"
"14623",1424122,"KING-FM"
"14624",610945,"KING-FM"
"14625",1211980,"KISC"
"14626",1290669,"WISM-FM"
"14627",197246,"K08QE-D"
"14628",422364,"WLKN"
"14629",1742169,"W251BU"
"14630",1160908,"WMGN"
"14631",1640180,"WMGN"
"14632",1746743,"W251CD"
"14633",1804797,"W251BH"
"14634",136301,"KMON"
"14635",1805980,"W251CY"
"14636",1650651,"KEDI"
"14637",1574477,"K252EJ"
"14638",1625055,"WLVM"
"14639",135798,"WEMJ"
"14640",1726678,"WLXA"
"14641",186882,"WBFA"
"14642",1662766,"WYZK-LP"
"14643",152877,"KRWM"
"14644",1175560,"WKEA-FM"
"14645",1799560,"WSGN"
"14646",1794419,"W252BE"
"14647",230968,"KKEG"
"14648",1786746,"KKEG"
"14649",541553,"KFCM"
"14650",130860,"WDSC"
"14651",124280,"WUKY"
"14652",1734192,"K252FF"
"14653",262565,"KOHT"
"14654",1048665,"KOHT"
"14655",1145689,"KKFR"
"14656",1738958,"K252FG"
"14657",77960,"K252AL"
"14658",1129037,"K252BI"
"14659",549991,"KXBX-FM"
"14660",1751807,"KFXM-LP"
"14661",186202,"WFXJ"
"14662",247014,"KDAR"
"14663",1751163,"KDAR"
"14664",616735,"KDAR"
"14665",1781327,"KZLA"
"14666",1525549,"K252CK"
"14667",1243745,"KDAR-FM1"
"14668",235744,"K252BF"
"14669",105679,"KWNN"
"14670",586638,"KXBX-FM1"
"14671",982654,"KRCV"
"14672",1314022,"KRCV"
"14673",1738895,"K252FN"
"14674",1664624,"K252FJ"
"14675",195144,"940222MH"
"14676",102313,"K252BX"
"14677",154477,"WCVV"
"14678",1057286,"K252AM"
"14679",423372,"KATR-FM"
"14680",1293031,"K252ET"
"14681",1045147,"K252CU"
"14682",1554384,"K252FD"
"14683",1126527,"WDAQ"
"14684",992272,"W252AS"
"14685",1755617,"WILI-FM"
"14686",1249251,"WWRZ"
"14687",1524366,"WWRZ"
"14688",171507,"WRTO-FM"
"14689",1800454,"W252DJ"
"14690",1746286,"W252DL"
"14691",1777442,"W252DF"
"14692",1684661,"WPBV-LP"
"14693",1671571,"W252BN"
"14694",1106764,"W252BB"
"14695",1751779,"WPBE-LP"
"14696",1180460,"W252BD"
"14697",1639988,"W252CR"
"14698",162884,"WWOS"
"14699",143467,"WGCO"
"14700",1788810,"DWLOV-LP"
"14701",1066568,"WCEH-FM"
"14702",194967,"KZEE"
"14703",979177,"KJMD"
"14704",401568,"KWQW"
"14705",1009721,"KWQW"
"14706",1650675,"KCDM-LP"
"14707",199390,"DK218BR"
"14708",1672781,"KCRD-LP"
"14709",1264218,"KDME-LP"
"14710",1684511,"KXIM"
"14711",1786382,"K252EX"
"14712",1782900,"K252FA"
"14713",1053712,"KDZY"
"14714",1345659,"KSNQ"
"14715",145660,"WQAD-TV"
"14716",1737985,"WGHC-LP"
"14717",1776072,"WQEG-LP"
"14718",189341,"DKIOQ"
"14719",1797004,"W252AW"
"14720",1717272,"WCCQ"
"14721",1260866,"WPEO-FM"
"14722",666624,"WJLI"
"14723",87072,"W211AD"
"14724",587733,"WSVZ"
"14725",146728,"KDAE"
"14726",1721004,"WYMR"
"14727",1735738,"W252CX"
"14728",1735570,"WZRL"
"14729",1234976,"W252BY"
"14730",1344514,"WLQZ-LP"
"14731",71054,"WZZY"
"14732",1443274,"K252EY"
"14733",1792501,"K252FY"
"14734",1357086,"KQZQ"
"14735",607162,"KSMK-LP"
"14736",1649084,"W252CV"
"14737",576443,"WQXE"
"14738",199522,"K18AD-D"
"14739",1639590,"WKSG"
"14740",1803755,"W252EE"
"14741",166111,"KUBQ"
"14742",1700467,"WGWD-LP"
"14743",1682082,"WHAY"
"14744",187696,"W252AQ"
"14745",1717703,"KDLA"
"14746",183804,"KZRZ"
"14747",1681657,"KZRZ"
"14748",168024,"DW36BD"
"14749",87496,"WMCM"
"14750",1003923,"WHAI"
"14751",1189689,"W252BG"
"14752",1199424,"W252BR"
"14753",117963,"WSMD-FM"
"14754",1651619,"W252CT"
"14755",157667,"KAGI"
"14756",1795752,"W252DW"
"14757",151652,"WZGN"
"14758",155002,"WBBK-FM"
"14759",1797087,"W252BX"
"14760",1788741,"W252DG"
"14761",1232227,"WCXT"
"14762",1662088,"W252CP"
"14763",1664965,"W252CN"
"14764",1173662,"WMIM"
"14765",623501,"WLCS"
"14766",1317941,"WRUP"
"14767",154238,"WCMZ-FM"
"14768",732555,"WBJI"
"14769",100429,"W252AN"
"14770",182797,"KUCW"
"14771",1787559,"K252GF"
"14772",154521,"KQYB"
"14773",1744364,"KDVC"
"14774",1790947,"K252EE"
"14775",1219960,"K252EF"
"14776",120279,"WZBH"
"14777",193195,"KSPR-LD"
"14778",1431448,"WKOZ-FM"
"14779",1766504,"WBYB"
"14780",174616,"WJDR"
"14781",1007364,"KBAS-LP"
"14782",1770195,"K252EW"
"14783",187599,"KBEV-FM"
"14784",1793947,"K252FZ"
"14785",1760954,"K252FP"
"14786",1092816,"KDGZ-LP"
"14787",1745373,"W252DN"
"14788",121767,"881214TE"
"14789",188827,"KLLI"
"14790",1753220,"W252DI"
"14791",1357212,"W252BU"
"14792",1735910,"W252CL"
"14793",117118,"880816NH"
"14794",1752622,"W252BO"
"14795",625597,"WDLZ"
"14796",524797,"WUIN"
"14797",116736,"WIST-FM"
"14798",1143229,"WEHB-LP"
"14799",124618,"WLGT"
"14800",1797399,"KXGT"
"14801",99772,"DKRMB"
"14802",1634216,"KHPJ-LP"
"14803",1802357,"K252FV"
"14804",1785206,"K252EG"
"14805",1536385,"WLNH-FM"
"14806",1410413,"WMGQ"
"14807",1290924,"WMGQ"
"14808",1410529,"WMGQ"
"14809",197225,"940414BU"
"14810",1363679,"WTKU-FM"
"14811",1547442,"WTKU-FM"
"14812",113361,"WLLL"
"14813",195181,"DK36BT"
"14814",195148,"DW232AU"
"14815",1665899,"K252FM"
"14816",1726351,"K252CV"
"14817",1684993,"KACE"
"14818",510313,"WVIN-FM"
"14819",1712602,"W252CS"
"14820",1750040,"WZNY-LP"
"14821",91300,"WKJY"
"14822",1744867,"W252DO"
"14823",1733847,"WCLP-LP"
"14824",1526907,"W252CK"
"14825",494285,"WSUL"
"14826",1096257,"WSUL"
"14827",243174,"WTRY-FM"
"14828",593850,"WQRS"
"14829",1773438,"W252AC"
"14830",120095,"DW28AB"
"14831",153768,"WFNQ"
"14832",1723720,"WYBL"
"14833",990709,"WPKO-FM"
"14834",1249838,"WMAN-FM"
"14835",84350,"WKET"
"14836",1269945,"WKNA"
"14837",1346008,"W252AY"
"14838",124174,"WEYE"
"14839",1748791,"KFWG-LP"
"14840",1739235,"K252FQ"
"14841",1790926,"KFFD-LP"
"14842",1727420,"KTWS"
"14843",1810531,"KTUP"
"14844",1810556,"KMWV"
"14845",1434718,"K252EQ"
"14846",186012,"KLDR"
"14847",107998,"871228MJ"
"14848",1095113,"KPPK"
"14849",1541670,"K252EN"
"14850",1545020,"K252CP"
"14851",605390,"K252DL"
"14852",1789593,"WPKV"
"14853",1002893,"WPKV"
"14854",213783,"WRBG"
"14855",106820,"WLCK"
"14856",1616569,"WZOL-FM3"
"14857",1451527,"WZOL"
"14858",146565,"K211BG"
"14859",1096023,"WHHD"
"14860",1102221,"WHHD"
"14861",1547075,"W252BL"
"14862",1751560,"W252DQ"
"14863",1278712,"WLJI"
"14864",1315657,"KUQL"
"14865",1325978,"KUQL"
"14866",166628,"KTNL-TV"
"14867",132158,"KWRV"
"14868",670663,"K252DN"
"14869",1774095,"WJQJ-LP"
"14870",129648,"WWBN"
"14871",1731611,"WLXA"
"14872",1647455,"W252CM"
"14873",185721,"WMTY-FM"
"14874",178378,"KMRQ"
"14875",129560,"WVSG"
"14876",1140051,"KBOC"
"14877",1554841,"KORA-FM"
"14878",1805273,"K252EB"
"14879",195364,"WLLY-FM"
"14880",180554,"KULM-FM"
"14881",1678069,"KJLC-LP"
"14882",691111,"KICA-FM"
"14883",201515,"WPMJ"
"14884",1785639,"K252FR"
"14885",1403731,"KYAR"
"14886",1764436,"KYYK"
"14887",1736703,"KYYK"
"14888",612668,"KPTX"
"14889",1807111,"KXDJ"
"14890",1197594,"K252EH"
"14891",1189694,"KARB"
"14892",129725,"KOVR"
"14893",562059,"K252DI"
"14894",1038935,"K252EL"
"14895",1511987,"WHRF"
"14896",603537,"WLUS-FM"
"14897",1759282,"W252DP"
"14898",108699,"DW50E"
"14899",1010963,"WKSI-FM"
"14900",1426017,"W252CB"
"14901",604992,"WMYP"
"14902",1816826,"WMYP"
"14903",1660600,"W252CJ"
"14904",1743243,"W252CU"
"14905",1544888,"KEYW"
"14906",1521181,"KEYW"
"14907",540886,"WJMR-FM"
"14908",1757970,"W252DR"
"14909",556530,"WCQM"
"14910",1756485,"W252DH"
"14911",185716,"KALI-FM"
"14912",1771706,"W252DT"
"14913",1789866,"W252EF"
"14914",1269947,"WCEF"
"14915",1238921,"KADQ-FM"
"14916",1481436,"KZZS"
"14917",200298,"W13DQ-D"
"14918",292486,"KERM"
"14919",150571,"821105AR"
"14920",136872,"DW28BB"
"14921",1666235,"WZDK-LP"
"14922",1574089,"WINL"
"14923",199486,"WTCL-LD"
"14924",1800830,"W253CZ"
"14925",1622958,"K253BQ"
"14926",115980,"KURB"
"14927",1750149,"KXGC-LP"
"14928",196734,"940408MZ"
"14929",1761433,"KRFM"
"14930",1754143,"KDES-FM"
"14931",1686365,"KDES-FM"
"14932",253353,"KDFO"
"14933",82926,"851028ML"
"14934",158629,"DW30AO"
"14935",1558931,"KGIL"
"14936",194130,"DK212AY"
"14937",1707589,"KRYZ-LP"
"14938",162344,"KUFX-FM2"
"14939",1682745,"KOLS-LP"
"14940",185058,"DK63FF"
"14941",629170,"KUFX-FM3"
"14942",1681190,"K253CC"
"14943",190628,"KRXQ"
"14944",190633,"KRXQ"
"14945",573282,"KUFX"
"14946",1700192,"K253BR"
"14947",1807109,"K253AX"
"14948",1323585,"K253AA"
"14949",195900,"K19JO-D"
"14950",202231,"WRDC"
"14951",1491099,"K253AH"
"14952",1791419,"KYGO-FM"
"14953",277389,"KYGO-FM"
"14954",1791421,"KYGO-FM"
"14955",1682383,"KKFL-LP"
"14956",97718,"WPYR"
"14957",184396,"DKFDF-LP"
"14958",1672554,"W253BQ"
"14959",197536,"DK52FH"
"14960",269387,"WUSX"
"14961",1800954,"W253CQ"
"14962",500756,"W253AG"
"14963",280160,"WKTK"
"14964",522660,"WKTK"
"14965",1723175,"WRPE-LP"
"14966",1741161,"WHPB-LP"
"14967",1566480,"WFSY"
"14968",1778731,"WFFY"
"14969",1162228,"WSBH"
"14970",185190,"WVUE-DT"
"14971",273584,"WSB-FM"
"14972",1802430,"WSB-FM"
"14973",122809,"DK296DB"
"14974",1795831,"W253CI"
"14975",1297804,"WLPF"
"14976",113002,"DK20BI-D"
"14977",165168,"KOLA"
"14978",186137,"KDNN"
"14979",1643027,"K253BJ"
"14980",1605236,"KKHQ-FM"
"14981",620404,"KQKQ-FM"
"14982",118819,"KQKQ-FM"
"14983",1727520,"K253BE"
"14984",170988,"WLCL"
"14985",178685,"WDUV"
"14986",1750248,"KLLP"
"14987",1406775,"KZID"
"14988",151321,"DKBLV"
"14989",1688514,"WLSB"
"14990",1178058,"WPIA"
"14991",280392,"WXXQ"
"14992",1785735,"W253CR"
"14993",1417220,"WWVR"
"14994",153379,"DK41FQ"
"14995",996872,"WHUM-LP"
"14996",1732168,"W253BF"
"14997",256432,"WQKZ"
"14998",1721141,"WJHI-LP"
"14999",1450012,"WMYK"
"15000",1623373,"WSHI-LP"
"15001",1774654,"KSAJ-FM"
"15002",1737058,"K253BF"
"15003",1671449,"K253BP"
"15004",998911,"WJTE-LP"
"15005",1737765,"W253BN"
"15006",1656559,"W253BK"
"15007",94744,"WLKU"
"15008",1077852,"WYLD-FM"
"15009",1625675,"WYLD-FM"
"15010",1522932,"WYLD-FM"
"15011",178679,"WWYY"
"15012",1656518,"KRGL"
"15013",144536,"WBZ-FM"
"15014",1505633,"WBZ-FM"
"15015",176694,"DW42AT"
"15016",1795344,"W253DA"
"15017",208332,"WEBB"
"15018",1488696,"WNWN"
"15019",1266039,"WUPS"
"15020",149012,"KACH"
"15021",1795335,"KLKX-LP"
"15022",628912,"KTIS-FM"
"15023",604368,"KTIS-FM"
"15024",1269002,"KTIS-FM"
"15025",1742499,"K253CB"
"15026",124139,"W284CQ"
"15027",1799179,"K253CL"
"15028",50605,"KTJJ"
"15029",229202,"KTJJ"
"15030",95144,"K269DE"
"15031",1664861,"K253BG"
"15032",1668912,"KWEB-LP"
"15033",1579456,"KWKJ"
"15034",221274,"WZLQ"
"15035",1073528,"KEWF"
"15036",1058978,"KQOV-LP"
"15037",130978,"WONC"
"15038",1273166,"KBBZ"
"15039",282264,"KBBZ"
"15040",1757476,"KHGC"
"15041",1804931,"W253CY"
"15042",129368,"K292DO"
"15043",1726567,"W253BA"
"15044",169459,"DK09GH"
"15045",216618,"WDWG"
"15046",1646076,"KXWI"
"15047",1803664,"K253CS"
"15048",1319633,"KHAQ"
"15049",1229469,"W253AY"
"15050",1155417,"WBBO"
"15051",153928,"KZKS"
"15052",195591,"KIIZ-FM"
